title,filenames,captions
Algeria,Abdelaziz Bouteflika and George W Bush 20080707.jpg,abdelaziz bouteflika georg bush presid abdelaziz bouteflika georg bush exchang handshak windsor hotel toya resort spa tōyako town abuta district hokkaidō dmitriy medvedev yasuo fukuda
Algeria,Al-chihab.jpg,al chihab djebel chenoua class corvett djebel chenoua class corvett design assembl algeria
Algeria,GDP per capita development in Algeria.png,gdp capita develop algeria upright gdp capita develop algeria
Algeria,Algeria pipelines map.jpg,algeria pipelin map pipelin algeria
Algeria,Giants - Rock towers in the Algerian Sahara.jpg,giant rock tower algerian sahara djanet
Algeria,Autoroute est ouest ghomri2.JPG,autorout est ouest main highway connect moroccan tunisian border part cairo dakar highway project
Algeria,Tenus traditionnelles algériennes 27.png,tenu traditionnel algérienn algeria' tradit cloth
Algeria,Tizi Ouzou Tasdawit.jpg,tizi ouzou tasdawit sign univers tizi ouzou languag arab berber languag berber french
Algeria,Mosque Hassan Pacha Oran 1790 (6).jpg,mosqu hassan pacha oran hassan pasha mosqu oran
Algeria,UIS Literacy Rate Algeria population plus15 1980 2015.png,ui literaci rate algeria popul unesco institut statist ui literaci rate algeria popul
Algeria,Bensari2.jpg,algerian musician tlemcen ottoman algeria bachir yellè
Algeria,Portrait-racim.jpg,portrait racim upright moham racim founder algerian school paint
Algeria,Ahlem Mosteghanemi at Beirut Book Fair 2012.JPG,ahlem mosteghanemi beirut book fair upright ahlam mosteghanemi wide read femal writer arab world lt ref gt cite web author honorari goodwil ambassador url http www unesco org en media servic singl view news algerian novelist ahlam mosteghanemi design unesco arti titl algerian novelist ahlem mosteghanemi design unesco artist peac websit unit nation educ scientif cultur organ date januari url statu live archiv date archiv url http web archiv org web http www unesco org en media servic singl view news algerian novelist ahlam mosteghanemi design unesco arti lt ref gt
Algeria,Anka.jpg,anka upright el hadj m'hame el anka
Algeria,Mohamed LAKHDAR HAMINA.png,moham lakhdar hamina moham lakhdar hamina promin figur contemporari arab cinema
Algeria,"Couscous (Algérie, lieu exact non précisé).jpg",couscou algéri lieu exact précisé upright couscou nation dish algeria
Algeria,Algérie_-_Arménie_-_20140531_-_Equipe_d'Algérie.jpg,algéri arméni equip d'algéri algeria nation footbal team
Anthropology,Antropologo social.jpg,antropologo social upright anthropologist indigen peopl america indigen american peopl
Anthropology,Bernardino de Sahagún (2).jpg,bernardino de sahagún upright bernardino de sahagún consid founder modern anthropolog lt ref gt cite journal doi cat titl bernardino de sahagun anthropologist review journal cathol histor review volum issu page year burkhart louis lt ref gt
Anthropology,Human remains.jpg,human remain forens anthropolog forens anthropologist identifi skeleton human remain found lie scrub western australia
Anthropology,Rosetta Stone.svg,rosetta stone rosetta stone ancient commun
Anthropology,Punu mask Gabon.JPG,punu mask gabon upright punu tribe mask gabon central africa
Anthropology,LuzonensisMolars.jpg,luzonensismolar fossil teeth homo luzonensi found callao cave
Agricultural science,Norman Borlaug.jpg,norman borlaug norman borlaug father green revolut
Alchemy,Aurora consurgens zurich 044 f-21v-44 dragon-pot.jpg,aurora consurgen zurich dragon pot upright depict ouroboro alchem treatis aurora consurgen centuri zentralbibliothek zürich switzerland
Alchemy,Zosimosapparat.jpg,zosimosapparat ambix cucurbit retort zosimo panopoli zosimo marcelin berthelot collect de ancien alchimist grec vol pari
Alchemy,Jabir ibn Hayyan.jpg,jabir ibn hayyan upright centuri artist impress jābir ibn hayyān jabir ibn hayyan geber codici ashburnhamiani biblioteca medicea laurenziana florenc
Alchemy,Esoteric Taijitu.svg,esoter taijitu upright taoist alchemist altern version taijitu
Alchemy,"WMS 446, R. Lullius, Ymage de Vie, late 15th Wellcome L0031726.jpg",wm lulliu ymage de vie late wellcom quot illumin page book alchem process receipt quot ca centuri
Alchemy,Joseph Wright of Derby The Alchemist.jpg,joseph wright derbi alchemist upright alchemist search philosopher' stone joseph wright
Alchemy,Alchemik Sedziwoj Matejko.JPG,alchemik sedziwoj matejko alchemist sendivogiu jan matejko
Alchemy,The Shannon Portrait of the Hon Robert Boyle.jpg,shannon portrait hon robert boyl upright robert boyl
Alchemy,Alchemist.png,alchemist alchemist pictur charl mackay' extraordinari popular delus mad crowd
Alchemy,Fotothek df tg 0006104 Theosophie ^ Alchemie ^ Judentum ^ Kabbala.jpg,fotothek df tg theosophi alchemi judentum kabbala mandala illustr common alchem concept symbol process spiegel der kunst und natur
Astronomer,IAU 2006 General Assembly- Result of the IAU Resolution Votes (iau0603g).jpg,iau gener assembl result iau resolut vote upright vote session conduct intern astronom union gener assembl determin iau definit planet definit planet
Astronomer,Sagan planetary orbits2.jpg,lt wp nfcc violat sagan planetari carl sagan set cosmo gt
Astronomer,南公懷仁像.jpg,南公懷仁像 upright portrait flemish astronom ferdinand verbiest head mathemat board director observatori chines emperor
ASCII,ASCII1963-infobox-paths.svg,infobox path upright ascii control pictur equival control shown exist grey dot
ASCII,US ASCII Control Character Symbols.png,ascii control charact symbol earli symbol assign control charact space delet charact iso mil std
Animation,Prof. Stampfer's Stroboscopische Scheibe No. X.gif,prof stampfer' stroboscopisch scheib gif prof stampfer stroboscopisch scheib
Animation,Lanature1882 praxinoscope projection reynaud.png,praxinoscop project reynaud project praxinoscop shown superimpos anim figur separ project background scene
Animation,Fantasmagorie (Cohl).GIF,fantasmagori cohl gif fantasmagori film fantasmagori émile cohl
Animation,Quirino Cristiani con una figura.jpg,quirino cristiani con una figura upright italian argentin cartoonist quirino cristiani show cut articul figur satir charact el peludo base presid hipólito yrigoyen yrigoyen patent realiz film includ world' anim featur film el apóstol sfn bendazzi
Animation,Animhorse.gif,animhors gif tradit anim hors anim rotoscop eadweard muybridg centuri photo
Animation,Claychick.jpg,claychick clay anim scene finland finnish televis commerci
Animation,Catenary animation.gif,catenari anim gif anim circl join chain
Animation,World of Color overview.jpg,world color overview world color hydrotechn disney california adventur creat illus motion fountain high definit project mist screen
Apollo,"Apollo, God of Light, Eloquence, Poetry and the Fine Arts with Urania, Muse of Astronomy - Charles Meynier.jpg",apollo god light eloqu poetri fine art urania muse astronomi charl meynier apollo god light eloqu poetri fine art urania muse astronomi charl meynier
Apollo,"Palestra grande di pompei, affreschi di Moregine, terzo triclinio, IV stile, epoca neroniana, 05 apollo.jpg",palestra grand di pompei affreschi di moregin terzo triclinio iv stile epoca neroniana apollo upright apollo fresco pompeii centuri ad
Apollo,MANNapoli 6281 Sitting Apollo Farnese.jpg,mannapoli sit apollo farnes apollo seat lyre porphyri geolog porphyri marbl centuri ad farnes collect napl itali alt
Apollo,1993-1994-Giardino Giusti (Verona)-testo e photo Paolo Villa-nB08 Cortile-Statua di Apollo - scultura Arte Manierista - parete di rampicanti - Kodak EktachromeElite 100 5045 EB 100.jpg,giardino giusti verona testo photo paolo villa cortil statua di apollo scultura art manierista paret di rampicanti kodak ektachromeelit eb apollo sculptur palazzo giusti verona manner mannerist art typic contrapposto
Apollo,"William Birnie Rhind, Apollo. 1889-1894. Glasgow, former Sun Life Building, Renfield Street. Photo, Jamie Mulherron.jpg",william birni rhind apollo glasgow sun life build renfield street photo jami mulherron william birni rhind apollo pediment sculptur sun life build renfield street glasgow
Apollo,Omphalos museum.jpg,omphalo museum omphalo museum delphi
Apollo,Apollo-WaltersArt.jpg,apollo waltersart upright apollo victori python pietro francavilla depict apollo' victori serpent python lt ref gt cite web titl apollo victori python url http art thewalt org detail access date june publish walter art museum lt ref gt walter art museum walter art museum
Apollo,AMI - Goldene Doppelaxt.jpg,ami golden doppelaxt ornament golden minoan civil minoan labri
Apollo,Coin of Apollo Agyieus.png,coin apollo agyieu illustr coin apollo agyieu ambracia
Apollo,"Columns of the Temple of Apollo at Delphi, Greece.jpeg",column templ apollo delphi greec column templ apollo delphi templ apollo delphi greec
Apollo,Herakles tripod Louvre F341.jpg,herakl tripod louvr oracular tripod
Apollo,Delos lions.jpg,delo lion delo lion
Apollo,"The Temple of Apollo Epikourios at Bassae, east colonnade, Arcadia, Greece (14087181020).jpg",templ apollo epikourio bassa east colonnad arcadia greec partial view templ apollo epikurio healer bassa southern greec
Apollo,TempleDelos.jpg,templedelo templ delian delo dedic apollo bc centuri pen wash restor
Apollo,Chryse.jpg,chryse templ apollo smintheu çanakkal provinc turkey
Apollo,Apollotempel.gif,apollotempel gif floor plan templ apollo corinth
Apollo,Siracusa-Temple-of-Apoll-Plan-bjs.png,siracusa templ apol plan bj floor plan templ apollo syracus
Apollo,Bassai Temple of Apollo Plan.svg,bassai templ apollo plan floor plan templ apollo bassa
Apollo,Tempel des Apollo Didymaeos in Milet.png,tempel de apollo didymaeo milet templ apollo didyma
Apollo,Pompeii Regio 07 Insula 07 Temple of Apollo plan 01.jpg,pompeii regio insula templ apollo plan plan templ apollo pompeii
Apollo,Metropolitan Richart Latona.jpg,metropolitan richart latona leto children william henri rinehart
Apollo,Latona with Her Children Apollo and Diana LACMA M.78.86.jpg,latona children apollo diana lacma leto hold apollo lazar widmann
Apollo,"Latona with the infants Apollo and Artemis, by Francesco Pozzi, 1824, marble - Sculpture Gallery, Chatsworth House - Derbyshire, England - DSC03504.jpg",latona infant apollo artemi francesco pozzi marbl sculptur galleri chatsworth hous derbyshir england leto apollo artemi francesco pozzi
Apollo,Antalya_Museum_06022022_009.jpg,antalya museum apollo head antalya museum turkey
Apollo,Joshua Cristall - Latona and the Lycian Peasants - 96.1210 - Museum of Fine Arts.jpg,joshua cristal latona lycian peasant museum fine art latona lycian peasant joshua cristal
Apollo,7003.Apollo mit dem getöteten Python(1752)-François Gaspard Adam-Große Fontäne-Sanssouci Steffen Heilfort.JPG,apollo mit dem getöteten python françoi gaspard adam große fontän sanssouci steffen heilfort apollo victori python françoi gaspard adam
Apollo,"Artus Quellinus, Apollo en Python- Apollon et Python, KBS-FRB.jpg",artu quellinu apollo en python apollon python kb frb apollo python terracotta relief artu quellinu elder
Apollo,"John Flaxman - To Phoebus at His Birth, From Aeschylus, Furies - Google Art Project.jpg",john flaxman phoebu birth aeschylu furi googl art project phoeb tita phoeb gift oracular tripod apollo john flaxman
Apollo,Apollo Tityos Staatliche Antikensammlungen 2689.jpg,apollo tityo staatlich antikensammlungen apollo slay tityo attic red figur kylix bc
Apollo,"Drawing, Apollo Guards the Herds (or Flocks) of King Admetus, 1780–1800 (CH 18122047).jpg",draw apollo guard herd flock king admetu ch apollo guard herd flock king admetu felic giani felic gianni
Apollo,Pierre-Charles Jombert - Les enfants de Niobé tués par Apollon et Diane.JPG,pierr charl jombert le enfant de niobé tué par apollon dian niobe' children kill apollo diana pierr charl jombert
Apollo,"Sandrart (attributed), Troppa (attr.) - Laomedon Refusing Payment to Poseidon and Apollo - 17th c.jpg",sandrart attribut troppa attr laomedon refus payment poseidon apollo laomedon refus payment poseidon apollo joachim von sandrart
Apollo,"John Flaxman - Apollo Preceding Hector with His Aegis, and Dispersing the Greeks, Fuseli's Lectures - Google Art Project.jpg",john flaxman apollo preced hector aegi dispers greek fuseli' lectur googl art project apollo preced hector aegi dispers greek john flaxman
Apollo,Diomedes prevented by Apollo from pursuing Aeneas (?) MET 80355.jpg,diomed prevent apollo pursu aenea met apollo prevent diomed pursu aenea
Apollo,Hector's body dragged at the Chariot of Achilles.jpg,hector' bodi drag chariot achil apollo protect hector' bodi john flaxman
Apollo,The music of the spheres.jpg,music sphere music sphere shown engrav renaiss itali apollo muse planetari sphere music ratio
Apollo,"Apollo,_Hyacinthus_and_Cyparis_singing_and_playing_by_Alexander_Ivanov.jpg",apollo hyacinthu cypari sing play alexand ivanov apollo hyacinth mytholog hyacinth cyparissu sing play alexand andreyevich ivanov alexand ivanov
